
b'kamla is a god boy',b'I have positive opions on kamal',b'Kamal is bad'
b'kamla is a waste boy',b'I have negative opions on kamal',b'Kamal is bad'
b'kamla is a waste boy',b'I have negative opions on kamal',b'Kamal is bad'
b'kamla is a waste boy',b'I have negative opions on kamal',b'Kamal is bad'
b'kamla is a waste boy',b'I have negative opions on kamal',b'Kamal is bad'
b'Not same but people but same story a glimpse of what is going to happen throughout the season. #RohitSharma #chapri #MumbaiIndians #IPL2024 https://t.co/Lus60y78T1',b'Talks regarding captaincy of Pakistan cricket team are underway in T20 International Shaheen Afridi has more chances to live Do you think Captain #PakistanCricket #IPL2024 #RohitSharma https://t.co/2IeU5jle8p',b'Great knock by Kohli which was important for the win #Kohli #RCBvsPBKS #IPL2024 https://t.co/EnIoABcxgW',b'It was such a good day in the middle #ViratKohli got his first significant knock #DineshKartik has shown signs of being a finisher like 2022 Siraj was between wickets and was less expensive good day for RCB #RCBvPBKS #RCBvsPBKS #PBKSvRCB #PBKSvsRCB #IPL2024 https://t.co/TdsTjQI4EA',"b""#HarpreetBrar pulled #PunjabKings back with a superb spell but unfortunately it wasn't enough for his team to win #CricketWithCKK #RCBvPBKS #tataipl2024 #ipl2024 #ipl https://t.co/FNfbMT930R""","b""Two Things I Noticed in This IPL 2024 ! 1.What's All The Fuss About Rohit Not Being The Captain and Hardhik Telling Him To Field At Certain Position I Mean It's What Captain Do and All Ex Captain Obey The Orders From New Captains !! 2 I See Most Pakistani Journalists Praising Kohli For Yesterday's KNOCK Fact is He Couldn't Finish The Match if it wasn't For Danish Karthik and Lomror RCB Would Have Probably Lost as Run Rate was above 12 ! and If You Praise Kohli What Happens When Babar Azam Plays Similar Knock He Gets All The Critisism! DOUBLE STANDARDS!!!!""","b""#ViratKohli 's words are very clear for everyone's clarity #CricketWithCKK #RCBvPBKS #tataipl2024 #ipl2024 #ipl https://t.co/fyIccQr4V8""",b'Sorry Scotty that was a costly bet and ABD won the challenge #IPL2024 #IPL #TATAIPL #RCBvPBKS #RCBvsPBKS #PBKSvRCB #PBKSvsRCB https://t.co/IXaioggH59',"b""What's that brother #IPLUpdate #ViratKohli #GrandeFratello #RohitSharma #ShopeeRamadan #IPL2024 https://t.co/HJQehMYyBy""","b""@_FaridKhan I agree Trent Boult would be a great addition to the PSL Let's hope he decides to play in the upcoming season. #IPL2024 #tapmad #trentboult""",b'#AkashAmbani\xe2\x80\x99s #Reliance Jio announces #IPL2024 offer 50 days of free internet for https://t.co/Iucu9pcEX0',b'Naseem opens bowling Shaheen bowls 2nd Imad replaces Naseem Amir bowls 4th Shaheen changes ends Naseem finishes powerplay #ViratKohli #IPL2024 #T20WorldCup2024 #cheatingwife #RohitSharma #BabarAzam #PakistanCricket #chapri #Amir #Moscow #BabarAzam #amici23 #ImranKhan https://t.co/n9hrpEpqHr',"b""INDIAN PREMIER LEAGUE IS BIGGER THAN THE WORLD CUP EVEN THE WORLD CUP CANNOT PRODUCE SUCH THRILLERS KING KOHLI'S TEAM DID IT \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f #IPL2024 #tapmad #HojaoADFree https://t.co/j1ALPaOsGg""",b'Home Game Heroes A salute to the sea of fans that showed up and showered us with their love on a Monday evening Good night 12th Man Army \xe2\x9d\xa4\xef\xb8\x8f #PlayBold #\xe0\xb2\xa8\xe0\xb2\xae\xe0\xb3\x8d\xe0\xb2\xaeRCB #IPL2024 #RCBvPBKS https://t.co/lpZX37kSc4',b'King in press conference today He is coming for the #WorldCup\xe2\x80\xbc\xef\xb8\x8f #ViratKohli #TATAIPL2024 #IPL2024 #MASHIHO #T20WorldCup2024 #cheatingwife #RohitSharma #BabarAzam #PakistanCricket #chapri #Amir #Moscow #BabarAzam #amici23 #ImranKhan #PBKSvsRCB #PakistanCricket https://t.co/0OiAsTwweV',b'#IPL2024 #T20 Live match Today #ViratKohli Register Now Melbet. Promo code Rkbonus New player Up To 100 bonus. Hit the jackpot and get double money. Check my profile To open Melbet account. Or https://t.co/rzMZCOQRT3 https://t.co/xTYCXygLqR',b'First W of the season We open the account with 2 points #PlayBold #\xe0\xb2\xa8\xe0\xb2\xae\xe0\xb3\x8d\xe0\xb2\xaeRCB #IPL2024 #RCBvPBKS https://t.co/QXSFQFDAvz',"b'Many saying ""DK is a finished player Today ""DK finishes off in style Richard kettleborough #TATAIPL2024 #IPL2024 #DineshKartik #RCBvPBKS https://t.co/03A3DyCM1h'",b'Most 50 scores in T20 cricket: -Gayle 110 (445 inns) -Warner 109 (370 inns) -Kohli 100 (361 inns) -Babar 98 (280 inns) -Buttler 86 (381 inns) Soon King Babar will complete 100 Fifty plus score in T20 format #IPL2024 #ViratKohli #Turbat #RohitSharma #Faisalabad https://t.co/b6ErXqUkzj',b'The home team winning continues #IPL #IPL2024 #RCBvsPKBS #RCBvPBKS',b'Most 50 Scores in T20 Cricket. Chris Gayle 455 innings David Warner 370 innings Virat Kohli 361 innings Babar Azam 280 innings Babar played least number of matches but still amongst the top 4 . #IPL2024 https://t.co/hDDLxUMVvA',b'IPL Game 7 Your Team #CSKvsGT #IPL2024',b'Just after 2 months Flight to USA for T20 World Cup \xe2\x9c\x88\xef\xb8\x8f #IPL2024 #ViratKohli #Turbat #RohitSharma #Faisalabad #PakistanCricket https://t.co/m3BkJ6ZEZ8',b'Well Played King \xe2\x9d\xa4\xef\xb8\x8f #IPL2024 #RCBvPBKS #ViratKohli #PakistanCricket #Cricket #chapri #HoliFestival #cheatingwife https://t.co/GuZrOyVcG7',b'Just after 2 months Flight to USA for T20 World Cup \xe2\x9c\x88\xef\xb8\x8f #IPL2024 #ViratKohli #Turbat #RohitSharma #Faisalabad #PakistanCricket https://t.co/oiuAi0UP1R',"b""One more match in the #IPL tomorrow Here's our preview https://t.co/c9ijZe3tWk #cricket #betting #tips #IPL2024 #IPL24 #TATAIPL #IndianPremierLeague #CSKvGT #WhistlePodu #AavaDe""",b'#CSKvsGT #CSKvGT TICKETS AVAILABLE NEED DM #IPL2024 #IPL #ipltickets #csktickets #ChennaiSuperKings #CSK #csk #MSDhoni #MSD',b'Now RCB is at 6th Position!! Comment you team position #ViratKohli #RCBvsPBKS #CongratulationsRCB #Dineshkarthik #Maxwell #chapri #RCBWon #IPL2024 #ViratKohli #KingKohli https://t.co/LAmQNYERDT',b'Respect for keeps on increasing The way he silenced all journalists spreading hate in a subtle way! Absolutely love this guy What a man and possibly the greatest all format player I hope I become half the man he is! #RCBvsPBKS #IPL2024 #ViratKohli',b'Classic #ViratKohli Finisher #DineshKarthik hand #RoyalChallengersBengaluru a sprited win #CricketWithCKK #RCBvPBKS #TATAIPL2024 #IPL2024 #IPL https://t.co/DhMqPzZz3V',b'! \xe2\x9d\xa4 He is the coolest man in the stadium right now as he takes his side over the line #CricketWithCKK #RCBvPBKS #tataipl2024 #ipl2024 https://t.co/8IoKksEI0H',b'Boult catches in IPL on the boundary sides are best catches after ABD\xe2\x9c\x85 #ViratKohli #TATAIPL2024 #IPL2024 #MASHIHO #ImadWasim #T20WorldCup2024 #cheatingwife #RohitSharma #BabarAzam #PakistanCricket #chapri #Amir #Moscow #Russia #BabarAzam #amici23 https://t.co/df4ySkzwvz',b'Every new match of RCB me EE SAALA CUP NAMDEEEEEEE LETSGOO IPL2024',b'Most 50 scores in T20 cricket: -Gayle 110 (445 inns) -Warner 109 (370 inns) -Kohli 100 (361 inns) -Babar 98 (280 inns) -Buttler 86 (381 inns) Soon King Babar will complete 100 Fifty plus score in T20 format #IPL2024 #ViratKohli #Turbat #RohitSharma #Faisalabad https://t.co/NWBiIKXIiU',"b""Exciting victory for Royal Challengers Bengaluru! Virat Kohli's impressive 77 and Dinesh Karthik's quickfire 28 off 10 balls guide RCB to a thrilling four-wicket win over Punjab Kings in #IPL2024 Match 6 What a chase #RCBvPBKS https://t.co/wDfnqFD3Bg""",b'#CSK schedule 2024 #IPL2024',b'FULL SCHEDULE OF #TATAIPL2024 ALL TEN TEAMS #ALLROUND #CRICKET #IPL #IPL2024 #IPLSchedule',b'Most 50 scores in T20 cricket: -Gayle 110 (445 inns) -Warner 109 (370 inns) -Kohli 100 (361 inns) -Babar 98 (280 inns) -Buttler 86 (381 inns) Soon King Babar will complete 100 Fifty plus score in T20 format #IPL2024 #ViratKohli #Turbat #RohitSharma #Faisalabad https://t.co/VQArQtdKMw',b'The #IPL2024 will conclude on May 26 a week before the #ICCT20WorldCup in North America Board of Control for Cricket in India says The 10-week tournament is scheduled to end at Chennai\xe2\x80\x99s MA Chidambaram Stadium home of reigning champions Chennai Super Kings https://t.co/QPc5sPFgpU',b'Who do you think will be the #IPL2024 winner? Follow the steps Predict &amp Win a Amazon Voucher worth Rs.1500 Retweet Follow Us &amp Tag your 3 friends Winner will be announced on the IPL Finale Day #ViratKohli #RohitSharma https://t.co/SSbQiXPc1H',b'King Kohli talking to his little daughter! #ViratKohli #KanganaRanaut #BJP_Loosing_Latur #RCBvsPBKS #CongratulationsRCB #Dineshkarthik #Maxwell #chapri #RCBWon #IPL2024 #ViratKohli #CSKvsGT https://t.co/UWuvQ7WTgs',b'IPL 2024 MATCH#6 |ROYAL CHALLENGERS BENGALURU v PUNJAB KINGS|RCB v PBKS T20 GAMEPLAY PREDICTION https://t.co/AxudhqZChm ePoP Gaming Area IPL 2024 MATCH#6 ROYAL CHALLENGERS BENGALURU v PUNJAB KINGS RCB v PBKS T20 GAMEPLAY PREDICTION ...',b'This guy .. Wow.. Having lots of punch with mic in combox as well as with bat.. ! Enjoy #RCBvPBKS #IPL2024',b'Mumbai Indians will not win this ipl season 2024. Other than bumrah there is no other bowler who is good Most of them are below average bowler.',b'#HanuMan Streaming On #DisneyPlusHotStar From #April05th _Official _Aiyer #tejasajja #amirtha #OTT #IPL2024 #CSK #CSKvsGT #DCVsCSK #CSKVsMI #IPL #VIJAYAVIKASHM https://t.co/qbPMWCphze',b'SAM CURRAN ORANGE CAP HOLDER IN IPL 2024....!!!! RCB RCB RCB #RCBvPBKS #ViratKohli #DineshKarthik https://t.co/6REuvB7QPw',b'Kohli is spot on Those news are circulating on social media is just about to create buzz Virat Kohli is the brand which anyone will like to grab it ICC Tv Broadcaster All are eager to see him in #T20WorldCup2024 &amp Kohli knows it very well #IPL2024 #RCBvPBKS',b'#TATAIPL2024 Prediction time today match no.7th #CSKvsGT RUTURAJ GAIKWAD 26=65 RUNS RASHID KHAN 1 WICKETS SHUBMAN GIL 35 RUNS 300 RUNS IN BOTH INNINGS RAVINDRA JADEJA OR MAHEESH THEEKSHANA 2 WICKETS CSK WIN AGAINST GT #ALLROUND #CRICKET #IPL #IPL2024 #CSKvGT #IPL24',b'Just 2 Saturdays with double headers in #IPL2024',b'1st game won by the home team 2nd game won by the home team 3rd game won by the home team 4th game won by the home team 5th game won by the home team 6th game won by the home team IPL 2024 Home teams. #RCBvPBKS #ViratKohli #IPL2024 #TATAIPL2024 https://t.co/ZYeb0ly6uy',b'_Updates anybody will raise any issues with the organizers for this shameful horrible and inexcusable act?',"b""Definitely,It's a new era of Indian captains in the IPL \xc2\xa9\xef\xb8\x8f Seniors vs Juniors #IPL2024 https://t.co/Lt2qQDVfLW""",b'RCB reach that pure milestone win against PBKS Good win at home DK is really getting back to form &amp Punjab team is taming itself with performances. #IPL2024 #RCBvsPKBS',b'CHE vs GT Join Telegram for free teams https://t.co/OwFec73RyZ #CHEvsGT #Cricket #WPL2024 #CricketTwitter #cricketupdates #Dream11 #DreamGL #Trending #TrendingNow #IPL2024 #IPLOpeningCeremony #IPLonJioCinema #IPLonStar #Virat #MSD #Trending #IPL2024live https://t.co/nA8ITOFwxk',b'Love from#Pakistan #ViratKohli #RCBvPBKS #IPL2024 https://t.co/Nh6ldHTEMU',"b""Shubman Gill's father hugging Gill after leading the Gujarat into the first win in IPL 2024 The biggest supporter of Gill. #GT #ShubmanGill #FamilyStar #Father https://t.co/DfjdTKU44A""","b'Kohli said ""At the end of the day you don\'t talk about achievements stats or numbers but the memories that is what Rahul Dravid says the love friendship appreciation"". #ViratKohli #IPL2024 #ILLIT https://t.co/godeDweWZ8'",b'Virat Kohli has now won 17 Player of the Match awards in IPL history #IPL2024 #tapmad #HojaoADFree https://t.co/ItPEsGE6Ba',b'Anyone check on the police officer who got absolutely BEAMED by a six today #IPL2024',b'#ViratKohli completed his 12000 runs in t20 #IPL2024 https://t.co/3ncmhi1KPs',b'Live PBKS vs RCB Live Match 6 Bengaluru Punjab vs Bangalore Live Match Today Ipl 2024 Live https://t.co/smGycFZN2k Golden Hindustan Live PBKS vs RCB Live Match 6 Bengaluru Punjab vs Bangalore Live Match Today Ipl 2024 Live ipl live match today pbks vs ...',b'Pushpa Celebration in Holi by David Warner #HappyHoli #IPL2024 https://t.co/y60JdffVC3',"b'""The Incredible Length of Blood Vessels Quick Facts in 30 Seconds"".. https://t.co/FSKx6tccsB via #BREAKINGNEWS #inesreg #muradsaeed #chapri #ViratKohli #HappyHoli #RCBvPBKS #IPL2024 #\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb2 #\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xae_\xe0\xa4\xb0\xe0\xa4\x82\xe0\xa4\x97_\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa5\x80_\xe0\xa4\xb9 #Diddy #moreinfo #Ohtani #RebirthDay'",b'12 Tickets available for CSK VS SRH MATCH IN HYDERABAD ON 5TH APRIL DM IN INSTAGRAM FOR PRICE AND DETAILS #csktickets #cskvssrh #Dhoni #MSDhoni #ChennaiSuperKings #SunrisersHyderabad #Cricket #IPL2024 #msd',b'RCB vs PBKS IPL 2024 Highlights Bengaluru vs Punjab Highlights RCB vs PBKS 2024 highlights https://t.co/H6kvcsU6W3 Cricket Virket RCB vs PBKS IPL 2024 Highlights Bengaluru vs Punjab Highlights RCB vs PBKS 2024 highlights Dinesh THE MATCH ...',b'DK Boss our finisher supreme #PlayBold #\xe0\xb2\xa8\xe0\xb2\xae\xe0\xb3\x8d\xe0\xb2\xaeRCB #IPL2024 #RCBvPBKS https://t.co/25XrCf7hPD',"b'Kevin Pietersen said ""Virat Kohli has made the Indian cricket into Athletes he walks the walk the greatest"" \xe2\x9d\xa4\xef\xb8\x8f #viratkohli #ipl2024 #RCBvPBKS https://t.co/B2aR3ar1Jx'",b'#CSKvsGT #CSKvGT TICKETS AVAILABLE NEED DM #IPL2024 #IPL #ipltickets #csktickets #ChennaiSuperKings #CSK #csk #MSDhoni #MSD',b'The ageless Dinesh Karthik Top knock as well from Mahipal Lomror Class from Kohli as always Important win for RCB. Punjab Kings would be very disappointed with how they bowled at the death Some real hit me deliveries. #RCBvPBKS #IPL2024',"b""While I personally disapprove of Hardik's attitude and behavior I sympathize with the negativity he is currently facing From his perspective leading GT to a successful season made him aspire to captaincy elsewhere #IPL2024 #MI #HardikPandya https://t.co/UkXfbGfQjA""",b'The Most underrated Finsiher Dinesh Karthik DK is always a treat to watch. #DineshKarthik #IPL2024 #RCB',b'Online Listing KKR vs SRH Highlights IPL 2024 Harshit Rana\xe2\x80\x99s brilliant final over helps Kolkata Knight Riders beat Sunrisers Hyderabad by 4 runs The Indian Express Online Listing News KKR vs SRH Highlights IPL 2024 Harshit Rana\xe2\x80\x99s brilliant https://t.co/vETnFojVdP https://t.co/ZNZoPz2NVK',"b""You know what I take it all back Watching the reception for Pandya back in Ahmedabad and all the surrounding drama was a better spectacle than I could've thought possible #IPL2024""",b'No #Sanatani will pass without liking this post Jai Shree Ram Jai Shree Krishna #HappyHoli #\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xae_\xe0\xa4\xb0\xe0\xa4\x82\xe0\xa4\x97_\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa5\x80_\xe0\xa4\xb9 #Gaza #MIvsGT #Sant Rampal Ji Maharaj #cheatingwife #Israel $BLOCK $PARAM #RCBvsPBKS #IPL2024 #ViratKohli https://t.co/fyFhbBm8PX',b'Virat Kohli \xef\xb8\x8f I guess I still have it #Sportify #SportsNews #RCBvsPBKS #IPL2024 https://t.co/KFQfcoqE2O',"b""IPL live stream How to watch Indian Premier League 2024 Tom's Guide https://t.co/AYg9ZOfwx8""","b""IPL live stream How to watch Indian Premier League 2024 Tom's Guide https://t.co/jNoR3FMgF2""","b""In Gujarat Stadium. The crowd chants 'Hardik Hardik as the dog enters the ground. Think about what will happen when Hardik in Mumbai!! #IPL2024""",b'kohli wins orange cap and rcb wins IPL trophy in 2024 inshallah',b'What a innings by Virat Kohli #ViratKohli #IPL2024 #RCBvPBKS https://t.co/EfaspwEiRG',b'Chennai Dhobi already fixed the matches Dhobi Fraud main fixer will win IPL2024 by match fixing again',b'Say kohli wins orange cap and rcb wins IPL trophy in 2024',"b""I hate it when fans say xyz player gave it back to critics Criticism is always when player performs bad and it's justified When player performs well there is also appreciation Don't know why fans always get triggered over criticism #IPL2024""",b'MI should get shubman gill too and teach a lesson to gujju(Gujarat fans #IPL2024 #IPL #HardikPandya #RohitSharma',b'No #Sanatani will pass without liking this post Jai shree Ram #HardikPandya #RohitSharma #RohitSharma #IPL2024 #GTvMI #HardikPandya #BJPList #Hitman #ModiFearsKejriwal #KanganaRanaut #chapri #ModiFearsKejriwal https://t.co/0xQd8hmhPT',b'This weird obsession with fans to always make it BCCI vs x player is so cringe and childish A player is never bigger than the team #IPL2024',b'Reverse gear is ready. All set for Babar Azam to lead Pakistan again https://t.co/AYOiYmxIrO',b'IPL 2024 Bowlers Kohli and Karthik help RCB overpower PBKS by four wickets (ld https://t.co/uNqYLIoVD1 #Sports',"b""What is this unreal hate over Hardik as if he is a culprit? MI approched GT as they wanted a future captain MI allegedly paid 100cr to GT MI gave GT also took! They both aren't hated! But Hardik is being humiliated for choosing what's best for his IPL career Why #IPL2024""",b'_Space Exactly Rahul #tripathi is a number 1 culprit for #SRH many losses since last 2 seasons His SR is ~100 &amp that putting too much pressure on other batsmen.SRH is better without #tripathi and #samad Bro did you conveyed that to team management #IPL2024 #OrangeArmy',b'RCB vs PBKS IPL Live Score 2024 Karthik brings RCB between 4 runs to win off last 5 balls https://t.co/nlu4SBGc3s https://t.co/109bnFJOyk',"b""#CricketWithHT #IPL2024 full schedule announced Final to take place at CSK's Chepauk playoffs in Ahmedabad and Chennai (Via ) https://t.co/mza2xWNJc0""","b""Pretty sure #HarshaBhogle will never ask #ViratKohli about Excel analysis after Virat's befitting reply at POTM award ceremony where he said he doesn't play for these caps nor worry about stats and analysis but instead prefers to perform for the team #RCBvsPKBS #IPL2024""",b'True RCB and dinesh karthik fans will not pass without liking this tweet ..!! He plays fast as he is #RCBvsPBKS #ViratKohli #IPL2024 #BoycottMakeMyTrip #cheatingwife #chapri #chapri https://t.co/T2mJU480Cd',b'CRICKET #IPL2024 Kohli impressive for RCB in win over Punjab Kings @_Hadebe_101 #Cricket #RCB #Kohli #ViratKohli https://t.co/CCP8kth989',"b""Twitter Reactions Virat Kohli's fifty and Dinesh Karthik's of entirety assist RCB register thrilling win over PBKS in IPL 2024 https://t.co/qpURjOcAjC""","b""Glenn Maxwell might've been a reluctant bowler for RCB overnight but he certainly did the trick #IPL2024 https://t.co/eK8OM2JbwD""",b'#MI vs #SRH single ticket available at same price south west first floor. #ipl #ipl2024',b'IPL IS THE FATHER OF ALL T20 LEAGUES ANOTHER LAST-OVER THRILLER IN THE BIGGEST LEAGUE IN THE WORLD #IPL2024 #tapmad #HojaoADFree https://t.co/llQgGmtSMb',b'Gujarat Titans Schedule 2024 Home and Away IPL Match Fixtures Time https://t.co/EvgKfxumax',b'#ipl #IPL2024 #iplt20 #IPLUpdate #RCBvPBKS https://t.co/ou2Wf3Swpe',b'#ipl #IPL2024 #iplt20 #IPLUpdate #RCBvPBKS https://t.co/Ou5Uod14JW',b'No #Sanatani will pass without liking this post Jai shree Ram #HardikPandya #RohitSharma #RohitSharma #IPL2024 #GTvMI #HardikPandya #BJPList #Hitman #ModiFearsKejriwal #KanganaRanaut #chapri #ModiFearsKejriwal https://t.co/Ry2EuYlmjq',b'IPL 2024 RCB vs PBKS Dinesh Karthik\xe2\x80\x99s calm demeanour helps RCB seal maiden victory of the season SportsMint Media https://t.co/cspzjnPfao',b'#ipl #IPL2024 #iplt20 #IPLUpdate #RCBvPBKS https://t.co/KF4lwdLeOF',b'100th 50 for Virat Kohli #HBLPSL2024 #hartaberfair #Perletti #PSL9 #whotfdidimarry #BabarAzam #XDown #\xe0\xb9\x84\xe0\xb8\xad\xe0\xb9\x89\xe0\xb8\x97\xe0\xb8\xad #GrandeFratello #MoscowAttack #IPL2024 #bbtvi #\xe0\xb8\x87\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x9a\xe0\xb8\xad\xe0\xb8\xa554\xe0\xb8\x9b\xe0\xb8\xb5\xe0\xb8\x8a\xe0\xb9\x88\xe0\xb8\xad\xe0\xb8\x873 #ViratKohli https://t.co/2apkp3jyrd',b'No please no this t20World cup https://t.co/lR1lFiK9k1',"b""Delhi capitals last league match is on 14 May that's 5 days before the last league match of the ipl (19 may ! Why so early for DC #IPL2024 #DelhiCapitals #RishabhPant""",b'(100 joins the club along side #chrisgayle (110 &amp (109 for 100 fifties and more in T20s Courtesy for the stats register first win against at the #IPL2024',b'RCB win the sixth match over PBKS by 4 Wickets in Ipl 2024 #ViratKohli #RCBvPBKS #IPLUpdate',b'Who will win this year #IPL2024',"b""IPL 2024 Virat Kohli 'Amazing experience to just be another person on the road https://t.co/Op3t6Lv67W https://t.co/Op3t6Lv67W""","b""Look at this guy's thinks India is third world country. And this same guy wants have buisness with India. Shame on you Elon musk #MoscowAttack #KanganaRanaut #Mandi #HimachalPradesh #SupriyaShrinate #RohitSharma #IPL2024 #ElonMusk #russia #putin #propaganda https://t.co/eN9HYSwH3u""","b""#ViratKohli ate &amp left no crumbs.. That's what makes him special &amp extraordinary.. Keep trolling ur Haters Virat we're with you always. \xe2\x99\xa5\xef\xb8\x8f #RCB #IPL #IPL2024"""
